n,sigma(n),Prime Factorization,diff,Valid (d1, d2) Combinations
432448256,864918600,"2^8 * 619^1 * 2729^1",22088,"+21832 +256; +256 +21832"
434370304,868740880,"2^8 * 631^1 * 2689^1",272,"+16 +256; +256 +16"
451623296,903367080,"2^7 * 251^1 * 14057^1",120488,"+112456 +8032; +8032 +112456"
470017792,940403520,"2^8 * 479^1 * 3833^1",367936,"+122624 +245312; +245312 +122624"
483879808,967884120,"2^7 * 251^1 * 15061^1",124504,"+120488 +4016; +4016 +120488"
490312448,984455808,"2^8 * 173^1 * 11071^1",3830912,"+346 +3830566; +3830566 +346"
515108224,1030344840,"2^7 * 251^1 * 16033^1",128392,"+128 +128264; +128264 +128"
515879296,1031887080,"2^7 * 251^1 * 16057^1",128488,"+128456 +32; +32 +128456"
516007808,1032144120,"2^7 * 251^1 * 16061^1",128504,"+128488 +16; +16 +128488"
516072064,1032272640,"2^7 * 251^1 * 16063^1",128512,"+128504 +8; +8 +128504"
527465728,1056895168,"2^8 * 271^1 * 7603^1",1963712,"+17344 +1946368; +1946368 +17344"
534767488,1070926560,"2^7 * 193^1 * 21647^1",1391584,"+1385408 +6176; +6176 +1385408"
536829824,1073692800,"2^7 * 257^1 * 16319^1",33152,"+32638 +514; +514 +32638"
539981056,1079973972,"2^8 * 593^1 * 3557^1",11860,"+2372 +9488; +9488 +2372"
541040512,1082113920,"2^7 * 257^1 * 16447^1",32896,"+2 +32894; +32894 +2"
549767936,1099602504,"2^8 * 571^1 * 3761^1",66632,"+30088 +36544; +36544 +30088"
553036544,1106077896,"2^8 * 593^1 * 3643^1",4808,"+4744 +64; +64 +4744"
568719616,1139668992,"2^8 * 263^1 * 8447^1",2229760,"+2162432 +67328; +67328 +2162432"
599272192,1198691536,"2^8 * 541^1 * 4327^1",147152,"+138496 +8656; +8656 +138496"
609472384,1220523840,"2^7 * 193^1 * 24671^1",1579072,"+128 +1578944; +1578944 +128"
611004032,1223590980,"2^7 * 193^1 * 24733^1",1582916,"+1582912 +4; +4 +1582912"
618107648,1236358368,"2^8 * 541^1 * 4463^1",143072,"+142816 +256; +256 +142816"
667585792,1335189856,"2^8 * 571^1 * 4567^1",18272,"+18268 +4; +4 +18268"
704965376,1410360000,"2^8 * 479^1 * 5749^1",429248,"+367936 +61312; +61312 +367936"
713915264,1428216240,"2^7 * 241^1 * 23143^1",385712,"+15424 +370288; +370288 +15424"
717849856,1436065344,"2^8 * 491^1 * 5711^1",365632,"+128 +365504; +365504 +128"
813839872,1628681472,"2^9 * 1151^1 * 1381^1",1001728,"+294656 +707072; +707072 +294656"
878411008,1757414848,"2^8 * 463^1 * 7411^1",592832,"+118528 +474304; +474304 +118528"
892340096,1785146880,"2^7 * 241^1 * 28927^1",466688,"+3856 +462832; +462832 +3856"
919030016,1838103792,"2^8 * 547^1 * 6563^1",43760,"+35008 +8752; +8752 +35008"
945792896,1891594080,"2^7 * 257^1 * 28751^1",8288,"+64 +8224; +8224 +64"
951321472,1903136400,"2^7 * 241^1 * 30839^1",493456,"+32 +493424; +493424 +32"
951691648,1903876920,"2^7 * 241^1 * 30851^1",493624,"+493616 +8; +8 +493616"
951753344,1904000340,"2^7 * 241^1 * 30853^1",493652,"+4 +493648; +493648 +4"
993693952,1991183040,"2^8 * 263^1 * 14759^1",3795136,"+16832 +3778304; +3778304 +16832"
